2013-01-01 00:00:00,2013-01-01 00:02:00, 161.170, 160.170, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 3911955
2013-01-01 00:02:00,2013-01-01 00:02:00, 12516.9235, 12516.9235, 161.170, 160.170, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 251943
2013-01-01 00:01:00,2013-01-01 00:03:00, 158.162, 159.160, 12516.9235, 12516.9235, 161.170, 160.170, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 236080
2013-01-01 00:01:00,2013-01-01 00:03:00, 153.169, 153.168, 158.162, 159.160, 12516.9235, 12516.9235, 161.170, 160.170, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 299732
2013-01-01 00:01:00,2013-01-01 00:03:00, 156.168, 156.167, 153.169, 153.168, 158.162, 159.160, 12516.9235, 12516.9235, 161.170, 160.170, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 378288
2013-01-01 00:02:00,2013-01-01 00:03:00, 12516.9235, 12516.9235, 156.168, 156.167, 153.169, 153.168, 158.162, 159.160, 161.170, 160.170, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 427872
2013-01-01 00:02:00,2013-01-01 00:03:00, 157.155, 157.155, 12516.9235, 12516.9235, 156.168, 156.167, 153.169, 153.168, 158.162, 159.160, 161.170, 160.170, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, 484202
2013-01-01 00:03:00,2013-01-01 00:04:00, 155.162, 12516.9235, 157.155, 157.155, 12516.9235, 12516.9235, 156.168, 156.167, 153.169, 153.168, 158.162, 159.160, 161.170, 160.170, NULL, NULL, NULL, NULL, NULL, NULL, 583727
2013-01-01 00:00:00,2013-01-01 00:04:00, 161.156, 159.160, 155.162, 12516.9235, 157.155, 157.155, 12516.9235, 12516.9235, 156.168, 156.167, 153.169, 153.168, 158.162, 159.160, 161.170, 160.170, NULL, NULL, NULL, NULL, 1472425
2013-01-01 00:00:00,2013-01-01 00:04:00, 158.153, 157.156, 161.156, 159.160, 155.162, 12516.9235, 157.155, 157.155, 12516.9235, 12516.9235, 156.168, 156.167, 153.169, 153.168, 158.162, 159.160, 161.170, 160.170, NULL, NULL, 820790
2013-01-01 00:01:00,2013-01-01 00:04:00, 158.160, 158.162, 158.153, 157.156, 161.156, 159.160, 155.162, 12516.9235, 157.155, 157.155, 12516.9235, 12516.9235, 156.168, 156.167, 153.169, 153.168, 158.162, 159.160, 161.170, 160.170, 884068
2013-01-01 00:03:00,2013-01-01 00:04:00, 12516.9235, 12516.9235, 158.160, 158.162, 158.153, 157.156, 161.156, 159.160, 155.162, 12516.9235, 157.155, 157.155, 156.168, 156.167, 153.169, 153.168, 158.162, 159.160, 161.170, 160.170, 844787
2013-01-01 00:01:00,2013-01-01 00:04:00, 163.152, 165.152, 12516.9235, 12516.9235, 158.160, 158.162, 158.153, 157.156, 161.156, 159.160, 155.162, 12516.9235, 157.155, 157.155, 156.168, 156.167, 153.169, 153.168, 158.162, 159.160, 1038791
2013-01-01 00:03:00,2013-01-01 00:04:00, 155.169, 12516.9235, 163.152, 165.152, 12516.9235, 12516.9235, 158.160, 158.162, 158.153, 157.156, 161.156, 159.160, 155.162, 12516.9235, 157.155, 157.155, 156.168, 156.167, 153.169, 153.168, 2610910
2013-01-01 00:01:00,2013-01-01 00:04:00, 158.162, 155.162, 155.169, 12516.9235, 163.152, 165.152, 12516.9235, 12516.9235, 158.160, 158.162, 158.153, 157.156, 161.156, 159.160, 155.162, 12516.9235, 157.155, 157.155, 156.168, 156.167, 3611199
